0.000000  	-0.000859 	0.003476  	0.000000  	0.000000  
0.010001  	-0.002176 	-0.002673 	0.000000  	-0.000061 
0.020001  	-0.002469 	0.005166  	-0.000061 	0.000152  
0.030002  	-0.003582 	-0.013213 	0.000091  	-0.000711 
0.040002  	-0.004437 	0.005052  	-0.000620 	-0.000310 
0.050003  	-0.005177 	-0.002859 	-0.000931 	-0.000657 
0.060003  	-0.006625 	-0.006478 	-0.001588 	-0.001548 
0.070004  	-0.007458 	-0.001330 	-0.003136 	-0.001832 
0.080004  	-0.008565 	0.011613  	-0.004968 	0.000024  
0.090005  	-0.009235 	0.014993  	-0.004944 	0.002743  
0.100006  	-0.010236 	0.031377  	-0.002202 	0.009207  
0.110006  	-0.010922 	0.046024  	0.007005  	0.019701  
0.120007  	-0.011339 	0.058062  	0.026706  	0.034184  
0.130007  	-0.011707 	0.079651  	0.060891  	0.055780  
0.140008  	-0.011852 	0.078582  	0.116671  	0.078716  
0.150008  	-0.011967 	0.088826  	0.195387  	0.106528  
0.160008  	-0.011965 	0.098186  	0.301915  	0.139355  
0.170009  	-0.011641 	0.119775  	0.441270  	0.182007  
0.180009  	-0.011462 	0.122105  	0.623277  	0.228077  
0.190009  	-0.010558 	0.132453  	0.851354  	0.280956  
0.200010  	-0.009695 	0.129700  	1.132310  	0.335559  
0.210010  	-0.008764 	0.120883  	1.467869  	0.389088  
0.220010  	-0.007752 	0.088637  	1.856957  	0.430251  
0.230011  	-0.007230 	0.091114  	2.287208  	0.474560  
0.240011  	-0.006391 	0.083263  	2.761769  	0.516896  
0.250012  	-0.005683 	0.047576  	3.278664  	0.542113  
0.260012  	-0.005443 	0.033574  	3.820778  	0.560632  
0.270013  	-0.005301 	0.031753  	4.381410  	0.578847  
0.280013  	-0.005010 	0.000465  	4.960257  	0.579130  
0.290013  	-0.005066 	-0.018673 	5.539386  	0.567626  
0.300014  	-0.004935 	-0.029811 	6.107012  	0.548634  
0.310014  	-0.005384 	-0.035964 	6.655646  	0.524956  
0.320014  	-0.005606 	-0.058467 	7.180602  	0.485210  
0.330015  	-0.006025 	-0.056643 	7.665812  	0.445513  
0.340015  	-0.006449 	-0.065245 	8.111325  	0.398411  
0.350015  	-0.006398 	-0.053570 	8.509736  	0.358611  
0.360016  	-0.006907 	-0.074379 	8.868347  	0.301776  
0.370016  	-0.007650 	-0.077848 	9.170123  	0.240656  
0.380016  	-0.008272 	-0.081223 	9.410779  	0.175180  
0.390017  	-0.008822 	-0.068052 	9.585959  	0.118869  
0.400017  	-0.009266 	-0.065300 	9.704828  	0.063443  
0.410017  	-0.009949 	-0.069655 	9.768271  	0.002856  
0.420018  	-0.010659 	-0.060128 	9.771127  	-0.050759 
0.430018  	-0.011102 	-0.061755 	9.720368  	-0.107138 
0.440018  	-0.011720 	-0.060022 	9.613230  	-0.163235 
0.450019  	-0.012486 	-0.062737 	9.449995  	-0.223198 
0.460019  	-0.013071 	-0.032381 	9.226797  	-0.255115 
0.470019  	-0.013712 	-0.032611 	8.971683  	-0.287994 
0.480020  	-0.014410 	-0.006030 	8.683689  	-0.294803 
0.490020  	-0.014621 	0.028503  	8.388886  	-0.266233 
0.500020  	-0.014756 	0.029051  	8.122653  	-0.236529 
0.510020  	-0.014952 	0.042534  	7.886123  	-0.192697 
0.520020  	-0.015122 	0.044669  	7.693427  	-0.146645 
0.530020  	-0.015403 	0.032841  	7.546781  	-0.113041 
0.540021  	-0.015339 	0.047347  	7.433740  	-0.064202 
0.550021  	-0.015112 	0.057537  	7.369538  	-0.004623 
0.560021  	-0.014911 	0.068486  	7.364915  	0.066501  
0.570021  	-0.014863 	0.053249  	7.431416  	0.121656  
0.580021  	-0.014568 	0.065168  	7.553072  	0.189401  
0.590021  	-0.013978 	0.069444  	7.742473  	0.261770  
0.600021  	-0.013519 	0.024250  	8.004243  	0.286707  
0.610021  	-0.013304 	-0.012980 	8.290949  	0.272511  
0.620021  	-0.013665 	-0.038269 	8.563460  	0.231706  
0.630021  	-0.013915 	-0.007874 	8.795166  	0.222857  
0.640022  	-0.013529 	0.003775  	9.018023  	0.226300  
0.650022  	-0.013721 	-0.021512 	9.244323  	0.203144  
0.660022  	-0.014012 	-0.031958 	9.447468  	0.168997  
0.670022  	-0.014498 	-0.026051 	9.616464  	0.141041  
0.680022  	-0.014591 	-0.019847 	9.757505  	0.119599  
0.690022  	-0.015051 	-0.044297 	9.877104  	0.072465  
0.700022  	-0.015419 	-0.042501 	9.949569  	0.027201  
0.710022  	-0.015851 	-0.016562 	9.976770  	0.009124  
0.720022  	-0.015869 	-0.001727 	9.985894  	0.006599  
0.730023  	-0.015915 	-0.011266 	9.992493  	-0.005932 
0.740023  	-0.016296 	-0.032263 	9.986561  	-0.040500 
0.750023  	-0.016659 	-0.024517 	9.946061  	-0.066976 
0.760023  	-0.016642 	-0.013037 	9.879084  	-0.081436 
0.770023  	-0.016612 	-0.024997 	9.797649  	-0.108432 
0.780023  	-0.017035 	-0.031208 	9.689216  	-0.141964 
0.790023  	-0.017428 	-0.035605 	9.547252  	-0.180129 
0.800023  	-0.017738 	-0.034698 	9.367123  	-0.217375 
0.810023  	-0.018202 	-0.044317 	9.149748  	-0.264714 
0.820024  	-0.018757 	-0.021074 	8.885034  	-0.287807 
0.830024  	-0.018814 	-0.038226 	8.597227  	-0.328844 
0.840024  	-0.019447 	-0.043644 	8.268382  	-0.375584 
0.850024  	-0.019606 	0.010219  	7.892798  	-0.366151 
0.860024  	-0.019166 	0.017447  	7.526647  	-0.349149 
0.870024  	-0.018840 	-0.013541 	7.177498  	-0.364501 
0.880024  	-0.019238 	-0.039721 	6.812997  	-0.407236 
0.890024  	-0.019905 	-0.020947 	6.405761  	-0.430438 
0.900024  	-0.020188 	-0.016692 	5.975324  	-0.449247 
0.910025  	-0.020305 	-0.007135 	5.526076  	-0.458131 
0.920025  	-0.020641 	-0.022942 	5.067945  	-0.483541 
0.930025  	-0.020922 	0.009003  	4.584404  	-0.475720 
0.940025  	-0.020750 	0.014267  	4.108684  	-0.462425 
0.950025  	-0.020955 	-0.017180 	3.646258  	-0.481931 
0.960025  	-0.021481 	-0.016639 	3.164327  	-0.500938 
0.970025  	-0.021801 	0.016944  	2.663389  	-0.485053 
0.980025  	-0.021616 	0.027336  	2.178336  	-0.458358 
